r,p,sample_size,population_r
0.5065873192340313,3.628130711884857e-5,60,0.25
-0.11946733868184292,0.36325223168147347,60,0.25
0.31953578411490735,0.012822252974113185,60,0.25
0.36517338885869777,0.004118821022717937,60,0.25
0.36137583038282595,0.00455574153918598,60,0.25
0.42364862997723335,7.438283468800862e-4,60,0.25
0.2855133872355979,0.027014637842465303,60,0.25
0.0816654388785419,0.5350548168510836,60,0.25
0.21495481356576931,0.0990759680250492,60,0.25
0.2463379059788421,0.05778337572943598,60,0.25
0.3669234045291866,0.003930251362212809,60,0.25
0.1793407318200633,0.17034686862357085,60,0.25
-0.005720205349337758,0.9654011872840813,60,0.25
0.35859977998436054,0.004900507251214565,60,0.25
0.31128316359884933,0.015480077257717073,60,0.25
